Student_ID,Gender,Age,Nationality,Province,Program_Level,Department,Year_of_Study,GPA,Attendance_Rate,Mental_Health_Score,Stress_Level,Sleep_Hours,Study_Hours,Monthly_Expenses,Scholarship_Status,Part_Time_Job,Hostel_Resident,Commute_Time,Transport_Mode,Internet_Access,Library_Usage,Canteen_Quality_Rating,Lab_Equipment_Access,Faculty_Satisfaction
MAT0337,Male,21,Bangladeshi,Chittagong,PhD,Mathematics,2,2.88,67.3,4,9,5,5,50983,Yes,No,Yes,31,Bus,No,7,5,Good,5.0
ELE0338,Female,26,Indian,Punjab,Undergraduate,Electrical Engineering,1,2.68,73.6,8,4,4,5,27328,Yes,No,No,29,Bus,No,0,2,Average,5.0
PSY0339,Male,21,Indian,Delhi,PhD,Psychology,4,3.14,70.1,7,7,7,2,31874,No,Yes,No,8,Bus,No,5,4,Good,1.0
MAT0340,Male,20,Bangladeshi,Chittagong,Undergraduate,Mathematics,1,2.6,93.0,4,10,7,3,21041,Yes,Yes,No,53,Bus,No,2,4,Poor,3.0
COM0341,Female,27,Pakistani,Punjab,Masters,Computer Science,3,2.47,94.1,5,9,6,4,50527,No,Yes,Yes,56,Walk,No,5,3,Good,3.0
BUS0342,Male,22,Afghan,Kabul,Masters,Business,1,2.69,65.2,5,7,5,2,35442,Yes,Yes,Yes,9,Walk,Yes,4,1,Good,4.0
BUS0343,Female,18,Pakistani,KPK,Undergraduate,Business,3,3.06,96.2,5,6,4,5,28610,No,No,No,46,Car,No,7,5,Average,5.0
MAT0344,Female,20,Pakistani,Sindh,Undergraduate,Mathematics,1,2.91,71.2,1,10,6,1,35710,Yes,No,Yes,,Bike,Yes,0,3,Good,5.0
COM0345,Male,19,Bangladeshi,Dhaka,Masters,Computer Science,2,2.64,92.4,3,7,4,2,24253,Yes,Yes,No,16,Walk,Yes,5,4,Average,3.0
BUS0346,Femle,22,Pakistani,Punjab,Masters,Business,4,2.83,73.2,7,10,6,1,43105,No,No,Yes,40,Bus,Yes,2,4,Poor,5.0
PSY0347,Male,25,Afghan,Herat,Undergraduate,Psychology,3,2.79,75.3,8,6,4,4,56122,No,No,No,43,Walk,Yes,0,5,Average,1.0
PSY0348,Male,21,Indian,Kerala,PhD,Psychology,1,3.04,89.6,1,9,4,4,16327,No,No,No,47,Walk,No,1,2,Poor,4.0
COM0349,Female,22,Bangladeshi,Dhaka,Masters,Computer Science,4,3.07,87.7,7,2,8,4,15058,No,No,No,40,Car,No,7,5,Good,2.0
BIO0350,Male,28,Indian,Delhi,PhD,Biology,2,3.32,85.1,4,7,8,2,24800,Yes,Yes,Yes,34,Car,No,6,4,Good,5.0
ELE0351,Male,18,Pakistani,Sindh,PhD,Electrical Engineering,4,3.29,72.1,7,6,6,2,45093,No,Yes,No,14,Car,Yes,5,2,Poor,3.0
ELE0352,Female,25,Pakistani,Balochistan,Undergraduate,Electrical Engineering,4,3.01,92.8,9,8,8,4,29720,Yes,No,No,43,Walk,Yes,5,2,Average,4.0
MAT0353,Female,20,Pakistani,Punjab,Masters,Mathematics,4,2.93,88.8,10,10,8,2,33964,No,No,No,25,Walk,No,5,3,Average,5.0
BUS0354,Male,25,Pakistani,KPK,Masters,Business,3,3.12,69.6,6,6,7,5,41285,Yes,Yes,No,40,Bike,Yes,7,2,Good,5.0
MAT0355,Male,27,Afghan,Herat,Masters,Mathematics,3,2.5,69.0,6,4,7,3,21262,No,Yes,Yes,43,Bike,No,1,1,Good,2.0
BIO0356,Female,21,Afghan,Herat,Masters,Biology,4,3.05,78.7,6,9,6,2,48609,Yes,No,No,12,Bus,No,1,1,Poor,5.0
BIO0357,Male,26,Indian,Delhi,Undergraduate,Biology,2,2.09,70.5,6,8,6,3,50253,Yes,No,No,23,Walk,No,3,3,Poor,5.0
BUS0358,Female,25,Bangladeshi,Chittagong,PhD,Business,2,2.81,75.3,6,1,5,2,27511,No,Yes,No,24,Bike,Yes,5,1,Good,3.0
COM0359,Female,26,Afghan,Kabul,Masters,Computer Science,4,3.32,89.0,10,2,5,4,58221,No,No,Yes,7,Walk,Yes,2,5,Good,5.0
PSY0360,Male,20,Pakistani,Sindh,Undergraduate,Psychology,2,3.34,79.1,4,6,7,4,26715,Yes,Yes,Yes,13,Bike,No,2,1,Good,4.0
ELE0361,Female,25,Pakistani,KPK,Undergraduate,Electrical Engineering,2,3.12,95.6,2,6,8,4,40184,Yes,Yes,No,33,Car,No,6,2,,2.0
COM0362,Female,25,Indian,Punjab,Masters,Computer Science,4,3.89,87.2,5,1,6,5,28561,No,No,No,49,Bike,Yes,0,3,Average,1.0
COM0363,Female,26,Bangladeshi,Dhaka,PhD,Computer Science,2,3.28,72.8,1,1,4,1,59540,No,No,No,29,Bike,Yes,6,5,Good,4.0
BIO0364,Male,24,Bangladeshi,Dhaka,Undergraduate,Biology,4,3.45,78.4,5,2,5,5,56063,No,Yes,Yes,47,Bike,No,3,5,Good,2.0
PSY0365,Male,27,Indian,Delhi,PhD,Psychology,1,2.7,90.0,10,8,6,2,35669,Yes,No,Yes,5,Walk,Yes,5,3,Poor,1.0
BUS0366,Female,19,Bangladeshi,Chittagong,Masters,Business,1,3.08,98.8,8,2,4,5,57347,Yes,No,Yes,59,Car,No,1,5,Good,3.0
BIO0367,Male,26,Indian,Kerala,PhD,Biology,3,2.79,67.1,6,1,5,2,49453,Yes,No,Yes,17,Car,No,4,1,Average,4.0
BUS0368,Male,25,Pakistani,Sindh,PhD,Business,2,2.41,84.7,5,10,6,5,56335,Yes,Yes,Yes,11,Bus,No,2,1,Good,4.0
BIO0369,Male,23,Bangladeshi,Dhaka,PhD,,3,2.99,69.4,9,6,6,2,37944,No,Yes,Yes,38,Bus,Yes,4,4,Good,4.0
MAT0370,Male,23,Afghan,Herat,PhD,Mathematics,4,2.83,86.5,7,10,5,3,37734,Yes,Yes,Yes,53,Walk,Yes,2,5,Poor,2.0
BUS0371,Female,28,Indian,Punjab,PhD,Business,3,2.69,92.3,9,3,8,3,52490,No,Yes,Yes,28,Car,No,0,5,Good,4.0
BIO0372,Female,21,Afghan,Kabul,PhD,Biology,4,3.04,86.1,1,7,6,3,59347,Yes,Yes,No,46,Bus,Yes,7,5,Poor,3.0
MAT0373,Female,28,Bangladeshi,Chittagong,PhD,Mathematics,3,2.77,78.1,4,5,7,3,26485,Yes,No,No,18,Bus,No,6,1,Good,1.0
PSY0374,Male,18,Pakistani,Punjab,Masters,Psychology,3,3.17,96.8,5,4,5,1,55079,Yes,No,Yes,10,Walk,No,4,5,Poor,2.0
BUS0375,Male,26,Indian,Kerala,Masters,Business,4,2.88,81.5,7,1,5,2,31767,Yes,No,Yes,15,Bike,Yes,6,1,Average,2.0
PSY0376,Female,26,Indian,Kerala,Masters,Psychology,4,2.52,74.9,2,4,6,5,52156,No,Yes,Yes,22,Car,No,6,5,Good,4.0
BIO0377,Male,24,Pakistani,Balochistan,Undergraduate,Biology,1,2.87,98.1,2,6,5,1,21573,No,Yes,Yes,40,Car,No,2,2,Good,3.0
COM0378,Female,24,Afghan,Kabul,Undergraduate,Computer Science,2,3.31,73.2,10,8,5,2,23957,Yes,No,No,21,Bus,No,1,2,Average,5.0
BIO0379,Female,21,Bangladeshi,Dhaka,PhD,Biology,4,2.84,87.5,4,7,5,2,30864,No,Yes,Yes,20,Bike,No,3,2,Poor,5.0
BIO0380,Male,25,Afghan,Kabul,PhD,Biology,2,4.12,91.0,2,2,6,1,57672,Yes,Yes,No,7,Bike,No,4,2,Average,2.0
BUS0381,Female,23,Pakistani,Balochistan,PhD,Business,3,2.09,95.8,9,10,5,2,40107,No,Yes,No,46,Bus,Yes,7,2,Good,5.0
COM0382,Female,19,Pakistani,KPK,Masters,Computer Science,1,2.45,73.5,5,1,4,1,38842,No,No,No,5,Car,No,1,1,Average,2.0
ELE0383,Male,28,Bangladeshi,Chittagong,Undergraduate,Electrical Engineering,3,3.39,98.2,5,2,5,5,22524,Yes,No,Yes,,Car,Yes,4,4,Average,1.0
COM0384,Male,23,Indian,Delhi,Masters,Computer Science,1,3.01,98.0,8,10,7,1,58607,Yes,No,Yes,47,Car,No,6,2,Poor,1.0
MAT0385,Female,23,Bangladeshi,Dhaka,Masters,,3,2.72,77.9,6,9,8,1,49836,No,No,Yes,24,Car,No,0,3,Good,5.0
MAT0386,Male,25,Bangladeshi,Dhaka,Undergraduate,Mathematics,1,3.66,97.0,6,3,6,4,26057,Yes,No,Yes,14,Bike,Yes,4,4,Good,5.0
PSY0387,Female,23,Afghan,Kabul,Masters,Psychology,3,3.34,73.0,1,7,4,2,37296,Yes,No,Yes,53,Walk,No,2,3,Good,3.0
BIO0388,Female,19,Pakistani,Punjab,Undergraduate,Biology,4,3.15,82.4,1,3,7,3,22596,No,No,No,20,Bike,No,7,1,Poor,2.0
PSY0389,Male,18,Afghan,Herat,PhD,Psychology,2,2.56,88.0,5,4,5,5,50015,No,Yes,No,58,Walk,Yes,4,2,Good,2.0
BIO0390,Male,24,Pakistani,KPK,Masters,Biology,2,2.97,72.8,5,8,7,2,45345,Yes,No,No,28,Bus,Yes,0,4,Good,3.0
MAT0391,Male,28,Afghan,Herat,Undergraduate,Mathematics,4,3.43,91.5,1,2,6,5,59852,No,No,Yes,14,Car,Yes,7,1,Poor,1.0
ELE0392,Female,20,Pakistani,Punjab,PhD,Electrical Engineering,4,3.34,66.2,1,3,4,4,54966,Yes,Yes,Yes,16,Car,No,4,4,Poor,3.0
ELE0393,Male,27,Indian,Punjab,Undergraduate,Electrical Engineering,2,3.27,83.5,3,10,5,4,40344,No,Yes,Yes,11,Bike,No,4,2,Poor,4.0
BIO0394,Female,25,Bangladeshi,Dhaka,PhD,Biology,2,3.65,80.8,8,8,5,1,46261,Yes,Yes,Yes,39,Bike,Yes,7,3,Poor,5.0
BUS0395,Female,19,Bangladeshi,Chittagong,Masters,Business,3,2.89,74.7,8,10,5,1,37725,No,No,Yes,38,Bike,No,1,3,Average,5.0
PSY0396,Female,24,Pakistani,Sindh,Undergraduate,Psychology,3,2.97,89.9,9,7,8,2,47635,No,Yes,Yes,9,Bike,Yes,5,5,Good,4.0
PSY0397,Male,24,Afghan,Kabul,PhD,Psychology,1,2.72,81.2,9,4,4,5,18764,Yes,No,Yes,,Car,Yes,1,5,Average,4.0
BIO0398,Female,20,Bangladeshi,Dhaka,Undergraduate,Biology,2,3.82,96.0,8,4,5,4,53444,Yes,No,Yes,42,Walk,No,4,3,Average,3.0
PSY0399,Male,23,Afghan,Herat,PhD,Psychology,1,2.65,97.8,10,9,5,2,16316,No,No,No,19,Bus,Yes,1,3,Poor,2.0
MAT0400,Male,20,Bangladeshi,Dhaka,Undergraduate,Mathematics,4,3.93,72.9,3,5,4,3,58869,No,No,Yes,25,Walk,Yes,0,2,Average,2.0
MAT0401,Male,28,Bangladeshi,Dhaka,Masters,Mathematics,2,3.79,84.6,7,8,5,1,52904,Yes,Yes,No,12,Bike,No,1,3,Poor,3.0
BIO0402,Female,19,Pakistani,Balochistan,PhD,Biology,3,2.8,74.0,7,9,7,4,58143,Yes,No,No,47,Car,No,5,1,Good,5.0
BIO0403,Female,23,Indian,Delhi,PhD,Biology,3,3.1,70.7,1,4,8,2,44652,Yes,No,Yes,43,Bus,No,0,2,Average,3.0
BIO0404,Male,21,Afghan,Herat,PhD,Biology,1,2.49,66.6,5,2,5,1,52483,Yes,No,Yes,18,Car,Yes,4,5,Average,3.0
BIO0405,Female,28,Indian,Kerala,Undergraduate,Biology,4,1.61,87.3,3,4,8,1,18425,Yes,Yes,No,24,Bike,Yes,6,3,Good,4.0
ELE0406,Male,27,Indian,Kerala,Undergraduate,Electrical Engineering,3,3.51,96.1,8,4,7,5,48119,No,No,Yes,17,Walk,No,3,1,Poor,3.0
,Female,26,Bangladeshi,Chittagong,Masters,Mathematics,4,3.53,66.7,4,9,7,4,53884,No,Yes,Yes,20,Bus,Yes,1,5,Average,1.0
COM0408,Male,19,Indian,Punjab,Undergraduate,Computer Science,3,2.87,73.1,7,9,8,3,46851,No,No,No,47,Bus,Yes,5,3,Average,5.0
ELE0409,Male,23,Pakistani,Balochistan,PhD,Electrical Engineering,2,3.25,70.5,7,1,8,2,24277,No,Yes,No,35,Walk,No,7,1,Good,2.0
ELE0410,Female,23,Afghan,Kabul,PhD,Electrical Engineering,3,3.35,97.7,5,9,7,5,35961,No,Yes,Yes,23,Bike,Yes,7,4,Average,5.0
BUS0411,Female,22,Indian,Kerala,Masters,Business,1,2.71,77.6,1,6,6,1,31377,No,No,No,15,Car,No,0,2,Average,5.0
ELE0412,Male,24,Afghan,Kabul,Undergraduate,Electrical Engineering,3,2.89,72.6,2,9,6,2,50603,No,No,Yes,48,Car,Yes,6,5,Average,1.0
MAT0413,Male,24,Bangladeshi,Chittagong,PhD,Mathematics,4,3.18,88.7,5,7,6,4,52407,No,Yes,Yes,34,Walk,No,0,1,Poor,5.0
PSY0414,Female,18,Afghan,Herat,PhD,Psychology,4,2.76,77.1,10,10,5,2,21513,Yes,Yes,Yes,30,Bike,Yes,0,5,Good,3.0
MAT0415,Female,24,Afghan,Herat,Masters,Mathematics,2,2.27,68.6,6,7,8,5,48293,No,Yes,No,30,Walk,No,7,3,Average,2.0
PSY0416,Male,26,Pakistani,KPK,PhD,Psychology,4,2.72,85.6,2,1,8,3,48083,Yes,Yes,Yes,56,Walk,Yes,4,3,Average,5.0
,Male,27,Afghan,Herat,Undergraduate,Mathematics,4,3.11,94.1,7,3,5,2,58910,No,No,No,45,Bus,Yes,3,2,Good,1.0
COM0418,Male,26,Pakistani,KPK,Masters,Computer Science,1,2.89,86.2,7,9,6,1,36971,No,Yes,No,,Bus,No,4,4,Good,1.0
ELE0419,Female,27,Indian,Punjab,PhD,,2,2.21,78.7,4,10,8,4,36965,Yes,No,No,43,Car,Yes,4,2,Poor,2.0
BUS0420,Male,26,Afghan,Kabul,PhD,Business,3,3.34,98.0,9,2,7,5,58064,No,No,No,8,Walk,No,0,2,Poor,2.0
PSY0421,Male,22,Pakistani,Sindh,PhD,Psychology,4,3.22,66.9,9,4,6,3,43277,Yes,Yes,Yes,25,Walk,No,0,3,Average,2.0
BUS0422,Female,26,Indian,Punjab,Undergraduate,Business,4,3.8,91.0,4,5,4,3,23434,No,Yes,No,54,Walk,No,1,1,Poor,1.0
COM0423,Female,18,Bangladeshi,Chittagong,PhD,Computer Science,1,2.39,88.1,4,6,8,4,35442,Yes,Yes,No,41,Bike,Yes,5,3,Good,4.0
COM0424,Male,24,Afghan,Kabul,PhD,Computer Science,1,2.52,76.2,1,6,8,2,35471,Yes,No,No,25,Car,Yes,0,2,Poor,3.0
MAT0425,Female,26,Pakistani,Sindh,Masters,Mathematics,4,3.13,85.0,7,9,8,4,50031,Yes,Yes,Yes,55,Walk,No,4,3,Average,3.0
COM0426,Male,23,Indian,Delhi,PhD,Computer Science,4,3.25,81.8,6,7,6,4,39695,No,No,Yes,12,Bus,Yes,0,2,Good,4.0
PSY0427,Female,18,Bangladeshi,Chittagong,Masters,Psychology,1,2.85,73.7,10,9,5,5,58009,Yes,Yes,Yes,54,Bike,Yes,3,5,Good,3.0
PSY0428,Male,24,Pakistani,KPK,PhD,Psychology,2,3.57,93.2,3,3,4,1,39901,Yes,No,Yes,21,Walk,Yes,7,4,Poor,4.0
BIO0429,Female,26,Bangladeshi,Dhaka,Undergraduate,Biology,3,3.4,67.3,7,7,8,2,47804,No,No,No,54,Bike,No,2,3,Average,3.0
ELE0430,Male,27,Bangladeshi,Dhaka,Masters,,2,3.69,82.5,2,4,8,4,45270,No,Yes,Yes,17,Bike,Yes,4,1,Average,5.0
BIO0431,Female,18,Pakistani,Sindh,Masters,Biology,1,2.89,80.1,5,3,5,2,23656,No,No,No,18,Car,Yes,7,2,Average,1.0
BUS0432,Female,24,Bangladeshi,Dhaka,Masters,Business,2,3.1,88.6,4,6,4,1,15609,No,No,No,7,Car,No,7,4,Average,3.0
COM0433,Male,23,Bangladeshi,Chittagong,Undergraduate,Computer Science,2,3.07,81.1,7,6,5,4,42110,No,Yes,Yes,53,Bus,No,3,5,Poor,1.0
BIO0434,Male,20,Indian,,Undergraduate,Biology,1,3.07,80.4,9,7,4,2,50231,Yes,Yes,No,31,Car,No,4,2,Good,2.0
COM0435,Male,24,Indian,Kerala,PhD,Computer Science,3,3.16,65.1,4,9,7,3,42145,Yes,Yes,No,33,Bike,Yes,5,2,Good,5.0
PSY0436,Female,25,Bangladeshi,Dhaka,Masters,Psychology,2,2.28,81.6,2,2,5,1,17931,Yes,No,No,45,Car,Yes,2,5,Average,3.0
BIO0437,Female,28,Indian,Punjab,Masters,Biology,2,2.66,70.2,5,2,8,1,30265,No,Yes,Yes,9,Bus,No,5,5,Good,4.0
COM0438,Female,27,Afghan,Herat,Masters,Computer Science,4,2.5,74.4,4,9,7,5,48965,Yes,Yes,No,40,Car,Yes,0,2,Poor,2.0
BUS0439,Male,27,Indian,Punjab,Undergraduate,,3,3.3,87.7,5,6,6,2,19441,No,Yes,Yes,38,Walk,No,3,2,Good,4.0
PSY0440,Male,26,Bangladeshi,Chittagong,Masters,Psychology,3,4.06,98.7,6,10,6,3,19490,No,,No,41,Walk,No,6,1,Average,1.0
COM0441,Male,19,Indian,Punjab,Undergraduate,Computer Science,4,3.0,65.2,7,4,8,4,57260,Yes,Yes,Yes,59,Bike,No,0,1,Poor,2.0
MAT0442,Female,25,Indian,Kerala,Undergraduate,Mathematics,1,3.1,65.2,2,3,4,2,48164,No,Yes,No,,Bike,No,0,4,Average,1.0
MAT0443,Female,23,Pakistani,Balochistan,Masters,Mathematics,1,3.49,89.2,7,4,4,4,44098,Yes,No,Yes,34,Car,Yes,3,3,Poor,3.0
COM0444,Female,22,Afghan,Kabul,Masters,Computer Science,3,3.25,83.8,5,2,8,2,16870,No,No,Yes,10,Car,No,0,1,Good,2.0
PSY0445,Male,23,Afghan,Kabul,PhD,Psychology,2,3.1,94.7,3,8,1,3,55134,Yes,,Yes,19,Walk,Yes,0,3,Poor,3.0
COM0446,Male,23,Bangladeshi,Chittagong,Masters,Computer Science,2,3.29,94.1,10,8,4,1,45628,No,Yes,No,24,Bus,Yes,6,3,Average,4.0
COM0447,Female,23,Bangladeshi,Chittagong,PhD,Computer Science,4,3.35,91.7,1,2,7,1,20279,No,No,Yes,59,Bus,No,5,4,Average,5.0
ELE0448,Female,27,Bangladeshi,Chittagong,PhD,Electrical Engineering,4,3.0,82.3,2,9,5,5,47752,Yes,Yes,No,32,Walk,No,6,2,Good,4.0
BIO0449,Female,26,Indian,Kerala,Undergraduate,Biology,1,2.79,88.1,7,8,6,4,20824,Yes,No,No,24,Bike,Yes,3,4,Good,1.0
COM0450,Female,18,Pakistani,KPK,Undergraduate,,3,3.03,89.3,1,7,5,3,16457,No,Yes,Yes,59,Walk,Yes,6,4,Good,3.0
COM0451,Female,21,Afghan,Kabul,Undergraduate,Computer Science,1,2.68,84.6,2,6,4,1,25530,Yes,Yes,Yes,55,Walk,No,2,5,Good,3.0
COM0452,Male,24,Afghan,Kabul,Masters,Computer Science,2,2.85,90.5,6,3,5,4,25375,No,No,Yes,57,Bike,No,7,5,Good,4.0
ELE0453,Female,18,Bangladeshi,Dhaka,Undergraduate,Electrical Engineering,4,2.57,96.2,8,5,6,3,44135,No,No,No,23,Car,No,1,3,Good,5.0
PSY0454,Male,19,Pakistani,KPK,Undergraduate,Psychology,3,2.77,97.7,7,6,4,4,55088,No,Yes,Yes,37,Bike,No,3,3,Good,
BUS0455,Male,26,Indian,Punjab,Masters,Business,1,3.83,86.0,9,2,7,1,49196,No,Yes,Yes,28,Car,No,1,5,Good,3.0
MAT0456,Male,23,Indian,Punjab,Masters,Mathematics,2,3.46,83.9,4,4,4,2,51013,Yes,Yes,Yes,38,Walk,Yes,4,3,Average,4.0
MAT0457,Male,26,Bangladeshi,Dhaka,Masters,Mathematics,1,3.34,94.8,6,10,4,2,20455,Yes,Yes,Yes,11,Car,No,3,5,Good,2.0
BIO0458,Female,19,Afghan,Kabul,Undergraduate,Biology,2,3.06,73.6,6,6,6,2,36077,Yes,No,No,40,Walk,No,0,2,Average,2.0
ELE0459,Female,18,Bangladeshi,Chittagong,Masters,Electrical Engineering,4,2.38,83.2,10,7,8,1,58001,Yes,Yes,Yes,48,Walk,Yes,6,1,Good,3.0
BIO0460,Female,28,Afghan,Herat,Masters,Biology,3,3.64,80.2,1,8,4,5,44137,Yes,No,Yes,24,Bus,No,3,3,Poor,2.0
ELE0461,Female,18,Afghan,Kabul,Masters,Electrical Engineering,3,3.16,86.9,4,2,4,4,41157,No,Yes,No,58,Car,No,6,4,Poor,1.0
COM0462,Female,22,Bangladeshi,Dhaka,Undergraduate,Computer Science,2,2.24,67.2,6,10,5,1,38132,No,Yes,Yes,33,Car,Yes,2,2,Poor,4.0
BIO0463,Female,22,Indian,Punjab,Undergraduate,Biology,2,2.68,69.0,1,10,5,2,49547,No,Yes,No,30,Car,No,5,2,Poor,2.0
MAT0464,Male,22,Afghan,Kabul,Undergraduate,Mathematics,2,3.39,83.5,5,1,6,2,53727,No,Yes,No,8,Car,Yes,6,2,Poor,1.0
BUS0465,Male,27,Bangladeshi,Chittagong,PhD,Business,3,2.94,79.9,4,9,6,5,53235,No,No,No,19,Car,Yes,0,4,Average,5.0
ELE0466,Female,27,Indian,Kerala,Masters,Electrical Engineering,2,2.56,65.7,7,2,4,4,23685,Yes,No,Yes,52,Walk,No,3,4,Average,2.0
BUS0467,Female,19,Indian,Punjab,PhD,Business,1,3.3,65.1,3,4,6,1,19682,No,No,Yes,58,Walk,Yes,2,3,Good,5.0
PSY0468,Female,27,Indian,Punjab,Masters,Psychology,1,3.13,70.3,1,4,6,2,24278,Yes,No,No,12,Walk,Yes,3,5,Good,3.0
ELE0469,Female,24,Afghan,Kabul,Undergraduate,Electrical Engineering,3,3.11,86.5,5,10,8,3,42792,No,No,No,35,Car,No,3,3,Poor,2.0
COM0470,Male,24,Afghan,Kabul,Masters,Computer Science,1,2.95,76.3,9,2,4,1,52568,No,Yes,No,45,Bike,No,0,1,Average,3.0
PSY0471,Male,28,Bangladeshi,Chittagong,PhD,Psychology,1,2.58,98.1,4,4,7,4,25579,No,No,Yes,51,Bus,Yes,4,5,Good,5.0
MAT0472,Male,26,Pakistani,Punjab,Masters,Mathematics,2,3.07,87.3,10,2,5,1,43413,Yes,No,Yes,11,Bike,No,6,3,Poor,3.0
COM0473,Male,27,Indian,Delhi,Masters,Computer Science,1,2.94,66.3,10,10,4,4,36998,Yes,No,Yes,9,Car,Yes,2,2,Good,1.0
PSY0474,Female,25,Afghan,Herat,PhD,Psychology,2,2.92,75.1,1,3,6,3,21304,No,No,Yes,58,Bike,Yes,7,4,Good,1.0
MAT0475,Male,26,Pakistani,Sindh,Masters,Mathematics,2,3.49,97.9,6,5,8,2,51498,No,Yes,No,20,Walk,No,6,1,Average,4.0
PSY0476,Male,19,Indian,Punjab,PhD,Psychology,4,2.88,72.9,9,8,5,3,27747,Yes,No,Yes,45,Car,No,2,4,Average,1.0
BUS0477,Male,22,Pakistani,Balochistan,Undergraduate,Business,4,2.7,69.5,4,3,6,5,23869,Yes,Yes,Yes,38,Walk,Yes,6,3,Average,3.0
PSY0478,Male,20,Afghan,Herat,Masters,Psychology,2,3.17,92.4,10,8,4,4,37594,No,Yes,Yes,41,Car,No,1,2,Good,1.0
BIO0479,Female,18,Pakistani,Punjab,Masters,Biology,1,2.77,73.9,3,8,5,1,55873,No,Yes,Yes,56,Walk,No,7,4,Poor,1.0
PSY0480,Male,28,Pakistani,,Undergraduate,Psychology,2,2.97,82.4,10,5,7,3,54647,No,No,No,46,Bike,Yes,2,4,Poor,3.0
ELE0481,Female,26,Indian,Delhi,Masters,Electrical Engineering,4,3.72,82.4,8,9,7,5,42146,Yes,Yes,No,22,Bus,No,5,1,Average,4.0
MAT0482,Female,22,Pakistani,Balochistan,Masters,Mathematics,2,3.37,90.7,8,4,4,1,21397,No,No,No,21,Bike,Yes,2,3,Good,1.0
BUS0483,Female,25,Pakistani,KPK,Undergraduate,Business,2,3.53,87.1,10,5,5,5,57035,Yes,Yes,No,11,Bus,Yes,5,5,Poor,4.0
BIO0484,Male,19,Pakistani,Sindh,PhD,Biology,1,3.02,86.9,3,1,5,2,25139,No,No,Yes,36,Bus,Yes,4,2,Good,5.0
COM0485,Female,26,Afghan,Kabul,Undergraduate,Computer Science,1,3.02,96.3,4,5,5,1,25766,Yes,Yes,No,11,Car,No,7,3,Good,3.0
ELE0486,Male,21,Afghan,Kabul,PhD,Electrical Engineering,1,2.58,72.8,2,5,4,3,23481,No,No,Yes,17,Car,No,7,2,Good,
ELE0487,Male,20,Afghan,Kabul,Masters,Electrical Engineering,2,3.79,98.5,8,2,8,2,50640,Yes,Yes,No,44,Bus,Yes,1,4,Average,1.0
PSY0488,Male,20,Afghan,Herat,Masters,Psychology,1,3.06,66.6,10,3,8,1,50150,Yes,No,Yes,12,Car,Yes,0,2,Poor,5.0
MAT0489,Female,20,Bangladeshi,Chittagong,PhD,Mathematics,4,3.05,79.5,4,8,8,5,21243,Yes,Yes,Yes,20,Walk,No,3,3,Average,1.0
BIO0490,Male,25,Afghan,Kabul,Undergraduate,Biology,3,2.81,66.5,1,5,8,3,54410,Yes,Yes,Yes,31,Bus,No,7,3,Poor,5.0
BUS0491,Female,21,Afghan,Kabul,PhD,Business,2,2.89,73.5,9,4,8,4,38408,No,Yes,No,10,Bike,No,4,1,Good,3.0
ELE0492,Male,27,Pakistani,Punjab,Masters,,3,2.56,71.4,3,5,8,5,35500,No,No,Yes,51,Bus,Yes,4,2,Average,5.0
MAT0493,Male,24,Pakistani,Sindh,PhD,Mathematics,4,2.68,93.8,3,9,4,2,26250,No,Yes,No,5,Walk,Yes,6,1,Good,3.0
PSY0494,Male,19,Bangladeshi,Dhaka,PhD,Psychology,1,2.57,73.7,3,7,6,4,47533,No,Yes,No,22,Bus,No,7,2,Good,4.0
ELE0495,Female,26,Afghan,Kabul,PhD,Electrical Engineering,1,2.51,77.9,8,6,7,3,34922,Yes,No,No,32,Car,Yes,1,4,Good,4.0
PSY0496,Male,18,Indian,Delhi,Undergraduate,Psychology,4,2.95,97.2,6,7,7,4,56974,No,No,Yes,29,Bus,Yes,4,2,Good,1.0
COM0497,Male,20,Pakistani,KPK,Undergraduate,Computer Science,1,3.02,86.7,4,8,4,1,28445,Yes,Yes,No,45,Bus,Yes,3,5,Good,1.0
BIO0498,Male,18,Indian,Delhi,Masters,Biology,3,3.05,76.6,3,1,7,3,22596,No,Yes,Yes,21,Bus,No,2,3,Average,3.0
BIO0499,Female,28,Bangladeshi,Chittagong,PhD,Biology,2,2.61,73.5,1,2,4,1,22381,Yes,Yes,Yes,11,Walk,Yes,7,3,Poor,1.0
BUS0500,Female,27,Pakistani,Sindh,Masters,Business,1,3.24,90.9,7,3,5,3,57453,No,Yes,No,24,Car,No,5,4,Poor,3.0
COM0501,Male,24,Indian,Punjab,Masters,Computer Science,1,3.59,77.0,4,1,5,1,26354,Yes,Yes,Yes,43,Bike,No,2,2,Good,5.0
COM0502,Male,23,Afghan,Herat,Masters,Computer Science,4,3.32,91.3,5,3,5,3,39348,Yes,No,No,46,Walk,Yes,5,2,Average,3.0
BIO0503,Female,20,Indian,Delhi,Masters,Biology,3,3.5,98.9,4,4,8,5,22866,No,No,Yes,34,Bike,Yes,1,1,Good,2.0
BIO0504,Female,20,Pakistani,KPK,Undergraduate,Biology,1,3.28,88.8,6,4,5,1,30535,Yes,No,Yes,48,Walk,Yes,5,5,Good,
BUS0505,Female,22,Bangladeshi,Dhaka,PhD,Business,1,3.25,86.8,3,4,6,2,33006,Yes,No,No,34,Bike,Yes,6,3,Good,3.0
